id,label,nodes_n,degree,eigenvec,katz
84,Government of Nigeria,1,55,1,1.11
608,Hausa,1,2,0,1.11
589,Birom,1,13,0,1.11
1051,Boko Haram,1,55,1,1.11
1140,Sayawa,1,2,0,1.11
607,Fulani,1,13,0,1.11
